Service Name,Physical Address Line 1,Physical Address Line 2,Physical Suburb,Physical State,Physical Post Code,2019 Aged Care Planning Region (ACPR),Care Type,Residential Places,Home Care Places,Restorative Care Places,Provider Name,Organisation Type,ABS Remoteness,2019 MMM Code,2016 SA2 Code,2016 SA2 Name,2016 SA3 Code,2016 SA3 Name,Medicare Local Area Name,Medicare Local Area Code,2017 PHN Name,2017 PHN Code,2019 LGA Code,2019 LGA Name,Latitude,Longitude,2022/23 FY Australian Government Funding
Ferndale Gardens Aged Care Services,229-239 Bayswater Road, ,BAYSWATER NORTH,VIC,3153,Eastern Metro,Residential,121,0,0,Wickro Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21263,Bayswater North,21103,Maroondah,Eastern Melbourne,ML207,Eastern Melbourne,PHN202,24410,Maroondah (C),-37.82326351,145.2691845,"$7,449,244 "
Regis Macleod,120 Somers Avenue, ,MACLEOD,VIC,3085,Northern Metro,Residential,69,0,0,Regis Aged Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21203,Viewbank - Yallambie,20901,Banyule,Northern Melbourne,ML205,Eastern Melbourne,PHN202,20660,Banyule (C),-37.718801,145.076237,"$4,431,869 "
Hope Aged Care Brunswick,34 Lux Way, ,BRUNSWICK,VIC,3056,Northern Metro,Residential,110,0,0,Sixth Eastway Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21105,Brunswick,20601,Brunswick - Coburg,Inner North West Melbourne,ML201,North Western Melbourne,PHN201,25250,Moreland (C),-37.76557543,144.9596237,"$7,870,122 "
Estia Health Oakleigh East,23a Elizabeth Street, ,OAKLEIGH,VIC,3166,Eastern Metro,Residential,110,0,0,Estia Investments Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21326,Oakleigh - Huntingdale,21205,Monash,Inner East Melbourne,ML206,Eastern Melbourne,PHN202,24970,Monash (C),-37.898382,145.109746,"$8,808,485 "
Calvary Lower Plenty Garden Views,390 Main Road, ,LOWER PLENTY,VIC,3093,Northern Metro,Residential,90,0,0,Calvary Aged Care Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21202,Montmorency - Briar Hill,20901,Banyule,Northern Melbourne,ML205,Eastern Melbourne,PHN202,20660,Banyule (C),-37.73055119,145.1302464,"$5,487,076 "
Estia Health Bendigo,9 Brown Street, ,LONG GULLY,VIC,3550,Loddon-Mallee,Residential,73,0,0,Estia Investments Pty Ltd,Private Incorporated Body,Inner Regional Australia,2,21018,Bendigo,20201,Bendigo,Loddon - Mallee - Murray,ML214,Murray,PHN205,22620,Greater Bendigo (C),-36.74479609,144.2654493,"$4,229,896 "
Jewish Care (VIC) Inc Residential Homes Carnegie,1 Wahgoo Road, ,CARNEGIE,VIC,3163,Southern Metro,Residential,120,0,0,Jewish Care (Victoria) Inc,Religious,Major Cities of Australia,1,21176,Carnegie,20802,Glen Eira,Bayside,ML202,South Eastern Melbourne,PHN203,22310,Glen Eira (C),-37.895098,145.063469,"$9,208,793 "
BlueCross Gardenia,87 Argyle Avenue, ,CHELSEA,VIC,3196,Southern Metro,Residential,73,0,0,Blue Cross Community Care Services Group Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21186,Chelsea - Bonbeach,20803,Kingston,Bayside,ML202,South Eastern Melbourne,PHN203,23430,Kingston (C) (Vic.),-38.05224518,145.1290481,"$4,943,269 "
Bupa Donvale,296-304 Springvale Road, ,DONVALE,VIC,3111,Eastern Metro,Residential,120,0,0,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21261,Donvale - Park Orchards,21102,Manningham - East,Inner East Melbourne,ML206,Eastern Melbourne,PHN202,24210,Manningham (C),-37.79195415,145.1797072,"$4,259,612 "
BlueCross Hilltop,10 Hotham Street, ,PRESTON,VIC,3072,Northern Metro,Residential,94,0,0,Blue Cross Community Care Services (Toorak) Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21428,Preston - East,20902,Darebin - North,Northern Melbourne,ML205,North Western Melbourne,PHN201,21890,Darebin (C),-37.75169375,145.0067951,"$7,589,977 "
Calvary Roccoco,355-357 Wilsons Road, ,ST ALBANS PARK,VIC,3219,Barwon-South Western,Residential,77,0,0,Calvary Aged Care Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21045,Newcomb - Moolap,20302,Geelong,Barwon,ML210,Western Victoria,PHN206,22750,Greater Geelong (C),-38.19076985,144.3879041,"$4,399,368 "
Rosehill Aged Care Facility,12 Maxflo Court, ,HIGHETT,VIC,3190,Southern Metro,Residential,60,0,0,Menarock Aged Care Services (Victoria) Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21171,Cheltenham - Highett (West),20801,Bayside,Bayside,ML202,South Eastern Melbourne,PHN203,20910,Bayside (C),-37.95292896,145.0319023,"$3,171,120 "
Arcare Brighton,58 Cochrane Street, ,BRIGHTON,VIC,3186,Southern Metro,Residential,61,0,0,Arcare Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21169,Brighton (Vic.),20801,Bayside,Bayside,ML202,South Eastern Melbourne,PHN203,20910,Bayside (C),-37.9003764,144.9990246,"$4,011,246 "
Carrum Downs Private Nursing Home,1135 Frankston-Dandenong Road, ,CARRUM DOWNS,VIC,3201,Southern Metro,Residential,60,0,0,Merakis Enterprises Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21370,Carrum Downs,21401,Frankston,Frankston - Mornington Peninsula,ML209,South Eastern Melbourne,PHN203,22170,Frankston (C),-38.0916551,145.1802513,"$3,929,824 "
Luson Eden Park,31-33 Thompson Street, ,WHITTINGTON,VIC,3219,Barwon-South Western,Residential,90,0,0,Luson Aged Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21045,Newcomb - Moolap,20302,Geelong,Barwon,ML210,Western Victoria,PHN206,22750,Greater Geelong (C),-38.177631,144.387398,"$6,850,782 "
Clovelly Cottage,16 Stewart Street, ,BORONIA,VIC,3155,Eastern Metro,Residential,151,0,0,Autumn Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21446,Boronia,21101,Knox,Eastern Melbourne,ML207,Eastern Melbourne,PHN202,23670,Knox (C),-37.852256,145.289189,"$12,679,877 "
Bupa Coburg,24 Sutherland Street, ,COBURG,VIC,3058,Northern Metro,Residential,75,0,0,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21108,Coburg,20601,Brunswick - Coburg,Inner North West Melbourne,ML201,North Western Melbourne,PHN201,25250,Moreland (C),-37.7387987,144.9612588,"$4,966,183 "
Trinity Manor,8-14 Pretoria Street, ,BALWYN,VIC,3103,Eastern Metro,Residential,83,0,0,Trinity Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21147,Balwyn,20701,Boroondara,Inner East Melbourne,ML206,Eastern Melbourne,PHN202,21110,Boroondara (C),-37.809895,145.065737,"$4,237,753 "
Centennial Lodge,13 Lewis Road, ,WANTIRNA SOUTH,VIC,3152,Eastern Metro,Residential,75,0,0,Royal Freemasons Ltd,Charitable,Major Cities of Australia,1,21446,Boronia,21101,Knox,Eastern Melbourne,ML207,Eastern Melbourne,PHN202,23670,Knox (C),-37.85781815,145.2531079,"$5,023,828 "
Craigcare Pascoe Vale,1 A Virginia Street, ,PASCOE VALE,VIC,3044,Northern Metro,Residential,140,0,0,Glenn-Craig Villages Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21239,Pascoe Vale,21003,Moreland - North,Inner North West Melbourne,ML201,North Western Melbourne,PHN201,25250,Moreland (C),-37.71547763,144.9435755,"$8,711,046 "
Uniting AgeWell Manor Lakes,15 Buffalo Crescent, ,WYNDHAM VALE,VIC,3024,Western Metro,Residential,84,0,0,Uniting Agewell Limited,Religious,Major Cities of Australia,1,21369,Wyndham Vale,21305,Wyndham,South Western Melbourne,ML203,North Western Melbourne,PHN201,27260,Wyndham (C),-37.8737748,144.6071519,"$5,741,999 "
Mercy Place Rice Village,7 Moylan Loop, ,MARSHALL,VIC,3216,Barwon-South Western,Residential,92,0,0,Rice Village Ltd,Religious,Major Cities of Australia,1,21041,Grovedale,20302,Geelong,Barwon,ML210,Western Victoria,PHN206,22750,Greater Geelong (C),-38.19781445,144.3601423,"$6,371,161 "
Calvary St Judes,381-403 Narre Warren North Road, ,NARRE WARREN NORTH,VIC,3804,Southern Metro,Residential,90,0,0,Calvary Aged Care Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21299,Narre Warren North,21202,Casey - North,South Eastern Melbourne,ML208,South Eastern Melbourne,PHN203,21610,Casey (C),-37.99018129,145.3137214,"$5,859,533 "
Bupa Woodend,2 Sullivans Road, ,WOODEND,VIC,3442,Loddon-Mallee,Residential,113,0,0,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Inner Regional Australia,5,21031,Woodend,20202,Heathcote - Castlemaine - Kyneton,Macedon Ranges and North Western Melbourne,ML204,Murray,PHN205,24130,Macedon Ranges (S),-37.36303883,144.535484,"$6,066,336 "
Della Dale Aged Care,17 Derwent Street, ,RINGWOOD,VIC,3134,Eastern Metro,Residential,30,0,0,NDN Care Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21268,Ringwood North,21103,Maroondah,Eastern Melbourne,ML207,Eastern Melbourne,PHN202,24410,Maroondah (C),-37.803608,145.2289,"$1,972,252 "
Arcare Malvern East,1997-2005 Malvern Road, ,MALVERN EAST,VIC,3145,Southern Metro,Residential,94,0,0,Arcare Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21195,Malvern East,20804,Stonnington - East,Bayside,ML202,South Eastern Melbourne,PHN203,26350,Stonnington (C),-37.87184111,145.0639362,"$6,329,500 "
Estia Health Grovedale,6a Perrett Street, ,GROVEDALE,VIC,3216,Barwon-South Western,Residential,120,0,0,Estia Investments Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21041,Grovedale,20302,Geelong,Barwon,ML210,Western Victoria,PHN206,22750,Greater Geelong (C),-38.207143,144.3411936,"$8,644,015 "
Uniting AgeWell Preston,78 Bruce Street, ,PRESTON,VIC,3072,Northern Metro,Residential,104,0,0,Uniting Agewell Limited,Religious,Major Cities of Australia,1,21429,Preston - West,20902,Darebin - North,Northern Melbourne,ML205,North Western Melbourne,PHN201,21890,Darebin (C),-37.741354,144.992402,"$7,275,867 "
Royal Freemasons Springtime,41 Manchester Drive, ,SYDENHAM,VIC,3037,Western Metro,Residential,50,0,0,Royal Freemasons Ltd,Charitable,Major Cities of Australia,1,21339,Sydenham,21301,Brimbank,Macedon Ranges and North Western Melbourne,ML204,North Western Melbourne,PHN201,21180,Brimbank (C),-37.68479878,144.7598467,"$4,432,607 "
Kew Gardens Aged Care,22-24 Gellibrand Street, ,KEW,VIC,3101,Eastern Metro,Residential,100,0,0,Australian Aged Care Group Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21153,Kew,20701,Boroondara,Inner East Melbourne,ML206,Eastern Melbourne,PHN202,21110,Boroondara (C),-37.80823986,145.0326718,"$4,641,455 "
Estia Health Epping VIC,30 Epping Road, ,EPPING,VIC,3076,Northern Metro,Residential,70,0,0,Estia Investments Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21431,Epping - East,20904,Whittlesea - Wallan,Northern Melbourne,ML205,Eastern Melbourne,PHN202,27070,Whittlesea (C),-37.635063,145.0271988,"$6,189,147 "
Estia Health Wattle Glen,45 Silvan Road, ,WATTLE GLEN,VIC,3096,Northern Metro,Residential,98,0,0,Estia Investments Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21215,Wattle Glen - Diamond Creek,20903,Nillumbik - Kinglake,Northern Melbourne,ML205,Eastern Melbourne,PHN202,25710,Nillumbik (S),-37.65414808,145.194382,"$6,850,103 "
Craigcare Berwick,21 Parkhill Drive, ,BERWICK,VIC,3806,Southern Metro,Residential,146,0,0,Glenn-Craig Villages Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21293,Berwick - North,21202,Casey - North,South Eastern Melbourne,ML208,South Eastern Melbourne,PHN203,21610,Casey (C),-38.027916,145.327727,"$9,582,011 "
Uniting AgeWell Noble Park,1312 Heatherton Road, ,NOBLE PARK,VIC,3174,Southern Metro,Residential,68,0,0,Uniting Agewell Limited,Religious,Major Cities of Australia,1,21459,Noble Park - East,21204,Dandenong,South Eastern Melbourne,ML208,South Eastern Melbourne,PHN203,22670,Greater Dandenong (C),-37.967234,145.190574,"$5,915,499 "
mecwacare Annie's Court,3905 Frankston Flinders Road, ,SHOREHAM,VIC,3916,Southern Metro,Residential,60,0,0,MECWA,Community Based,Inner Regional Australia,2,21378,Flinders,21402,Mornington Peninsula,Frankston - Mornington Peninsula,ML209,South Eastern Melbourne,PHN203,25340,Mornington Peninsula (S),-38.4163723,145.050815,"$2,367,196 "
BlueCross Sheridan Hall Brighton,10 Marion Street, ,BRIGHTON,VIC,3186,Southern Metro,Residential,35,0,0,Blue Cross Community Care Services (Toorak) Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21169,Brighton (Vic.),20801,Bayside,Bayside,ML202,South Eastern Melbourne,PHN203,20910,Bayside (C),-37.90754141,145.0029398,"$1,363,241 "
Boronia Residential Aged Care,7 Coogee Street, ,BORONIA,VIC,3155,Eastern Metro,Residential,70,0,0,Aged Care Group Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21446,Boronia,21101,Knox,Eastern Melbourne,ML207,Eastern Melbourne,PHN202,23670,Knox (C),-37.853659,145.284678,"$5,301,787 "
BlueCross The Mews,2a Warburton Road, ,CAMBERWELL EAST,VIC,3126,Eastern Metro,Residential,64,0,0,Blue Cross Community Care Services (Toorak) Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21149,Camberwell,20701,Boroondara,Inner East Melbourne,ML206,Eastern Melbourne,PHN202,21110,Boroondara (C),-37.826161,145.071349,"$5,056,279 "
Arcare Surrey Hills,18 Florence Road, ,SURREY HILLS,VIC,3127,Eastern Metro,Residential,53,0,0,Arcare Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21167,Surrey Hills (East) - Mont Albert,20703,Whitehorse - West,Inner East Melbourne,ML206,Eastern Melbourne,PHN202,26980,Whitehorse (C),-37.828287,145.102336,"$3,282,597 "
Villa Maria Catholic Homes O'Neill Aged Care Residence,101 Lewisham Road North, ,PRAHRAN,VIC,3181,Southern Metro,Residential,22,0,0,Villa Maria Catholic Homes Limited,Charitable,Major Cities of Australia,1,21136,Prahran - Windsor,20606,Stonnington - West,Bayside,ML202,South Eastern Melbourne,PHN203,26350,Stonnington (C),-37.85104695,144.9992953,"$1,536,131 "
Village Baxter - Manor,8 Robinsons Road, ,FRANKSTON SOUTH,VIC,3199,Southern Metro,Residential,64,0,0,Baptist Village Baxter Ltd,Religious,Major Cities of Australia,1,21373,Frankston South,21401,Frankston,Frankston - Mornington Peninsula,ML209,South Eastern Melbourne,PHN203,22170,Frankston (C),-38.17495539,145.1444955,"$5,362,648 "
Calvary Bonbeach,440 Station Street, ,BONBEACH,VIC,3196,Southern Metro,Residential,70,0,0,Calvary Aged Care Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21186,Chelsea - Bonbeach,20803,Kingston,Bayside,ML202,South Eastern Melbourne,PHN203,23430,Kingston (C) (Vic.),-38.06686164,145.1207176,"$4,713,700 "
Salisbury House Nursing Home,3 Salisbury Road, ,BEACONSFIELD UPPER,VIC,3808,Southern Metro,Residential,90,0,0,Menarock Aged Care Services (Templestowe) Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21289,Emerald - Cockatoo,21201,Cardinia,South Eastern Melbourne,ML208,South Eastern Melbourne,PHN203,21450,Cardinia (S),-38.00559,145.410848,"$4,972,837 "
Millhaven Lodge,54-64 Princes Highway, ,PAKENHAM,VIC,3810,Southern Metro,Residential,119,0,0,Pakenham & District Hospital Inc,Community Based,Major Cities of Australia,1,21291,Pakenham - North,21201,Cardinia,South Eastern Melbourne,ML208,South Eastern Melbourne,PHN203,21450,Cardinia (S),-38.072374,145.480334,"$8,529,220 "
Bupa Croydon,124 Maroondah Highway, ,CROYDON,VIC,3136,Eastern Metro,Residential,84,0,0,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21451,Croydon - West,21103,Maroondah,Eastern Melbourne,ML207,Eastern Melbourne,PHN202,24410,Maroondah (C),-37.7879585,145.273192,"$4,912,077 "
Village Glen Aged Care Residences - Capel Sound,34 a Balaka Street, ,ROSEBUD WEST,VIC,3940,Southern Metro,Residential,231,0,0,Ti Tree Operations Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21384,Rosebud - McCrae,21402,Mornington Peninsula,Frankston - Mornington Peninsula,ML209,South Eastern Melbourne,PHN203,25340,Mornington Peninsula (S),-38.37015815,144.8802531,"$12,443,121 "
Villa Maria Catholic Homes Wantirna Aged Care Residence,355 Stud Road, ,WANTIRNA SOUTH,VIC,3152,Eastern Metro,Residential,96,0,0,Villa Maria Catholic Homes Limited,Charitable,Major Cities of Australia,1,21260,Wantirna South,21101,Knox,Eastern Melbourne,ML207,Eastern Melbourne,PHN202,23670,Knox (C),-37.8710103,145.2337086,"$7,703,704 "
Calvary Kirralee,207-213 Richard Street, ,BALLARAT,VIC,3350,Grampians,Residential,113,0,0,Calvary Aged Care Services Pty Ltd,Private Incorporated Body,Inner Regional Australia,2,21003,Ballarat - North,20101,Ballarat,Grampians,ML211,Western Victoria,PHN206,20570,Ballarat (C),-37.566433,143.89006,"$7,142,553 "
Kensington Grange,1/13 Ferguson Road, ,LEOPOLD,VIC,3224,Barwon-South Western,Residential,100,0,0,Wickro Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21044,Leopold,20302,Geelong,Barwon,ML210,Western Victoria,PHN206,22750,Greater Geelong (C),-38.190669,144.4631584,"$7,461,731 "
Mercy Place Shepparton,351-359 Archer Street, ,SHEPPARTON,VIC,3630,Hume,Residential,96,0,0,Mercy Aged and Community Care Ltd,Charitable,Inner Regional Australia,3,21417,Shepparton - South,21603,Shepparton,Goulburn Valley,ML215,Murray,PHN205,22830,Greater Shepparton (C),-36.406656,145.4083043,"$6,033,289 "
Regis Ringwood,294 Maroondah Highway, ,RINGWOOD,VIC,3134,Eastern Metro,Residential,90,0,0,Regis Aged Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21267,Ringwood East,21103,Maroondah,Eastern Melbourne,ML207,Eastern Melbourne,PHN202,24410,Maroondah (C),-37.808817,145.240633,"$4,614,927 "
Parkdale Aged Care,43-45 Herbert Street, ,PARKDALE,VIC,3195,Southern Metro,Residential,60,0,0,Aged Care Group Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21193,Mordialloc - Parkdale,20803,Kingston,Bayside,ML202,South Eastern Melbourne,PHN203,23430,Kingston (C) (Vic.),-37.99658078,145.0773266,"$4,099,874 "
Calvary Hallam,47-49 Belgrave-Hallam Road, ,HALLAM,VIC,3803,Southern Metro,Residential,60,0,0,Calvary Aged Care Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21297,Hallam,21202,Casey - North,South Eastern Melbourne,ML208,South Eastern Melbourne,PHN203,21610,Casey (C),-37.999997,145.274304,"$3,761,836 "
Hope Aged Care Sunshine,2 Killara Street, ,SUNSHINE WEST,VIC,3020,Western Metro,Residential,65,0,0,Taronne Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21338,Sunshine West,21301,Brimbank,Macedon Ranges and North Western Melbourne,ML204,North Western Melbourne,PHN201,21180,Brimbank (C),-37.787338,144.823781,"$3,872,694 "
Cumberland Manor,25-27 Wiltshire Street, ,NORTH SUNSHINE,VIC,3020,Western Metro,Residential,74,0,0,Primary Caring Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21337,Sunshine North,21301,Brimbank,Macedon Ranges and North Western Melbourne,ML204,North Western Melbourne,PHN201,21180,Brimbank (C),-37.775194,144.844029,"$5,578,954 "
Calvary Springvale,340-344 Springvale Road, ,SPRINGVALE,VIC,3171,Southern Metro,Residential,73,0,0,Calvary Aged Care Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21317,Springvale,21204,Dandenong,South Eastern Melbourne,ML208,South Eastern Melbourne,PHN203,22670,Greater Dandenong (C),-37.95701749,145.1510921,"$6,463,594 "
Hope Aged Care Gladstone Park,14 South Circular Road, ,GLADSTONE PARK,VIC,3043,Northern Metro,Residential,82,0,0,Sixth Eastway Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21245,Gladstone Park - Westmeadows,21005,Tullamarine - Broadmeadows,Northern Melbourne,ML205,North Western Melbourne,PHN201,23270,Hume (C),-37.68698685,144.886168,"$5,745,225 "
Allanvale Private Nursing Home,38-40 Ascot Street South, ,ALTONA MEADOWS,VIC,3028,Western Metro,Residential,51,0,0,Carewest Group Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21342,Altona Meadows,21302,Hobsons Bay,South Western Melbourne,ML203,North Western Melbourne,PHN201,23110,Hobsons Bay (C),-37.87089,144.7636224,"$4,162,014 "
Bupa Wodonga,11-19 Melrose Drive, ,WODONGA,VIC,3690,Hume,Residential,116,0,0,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Inner Regional Australia,2,21073,West Wodonga,20403,Wodonga - Alpine,Hume,ML216,Murray,PHN205,27170,Wodonga (C),-36.116456,146.868092,"$8,223,774 "
Bupa Bonbeach,55-57 Broadway, ,CHELSEA,VIC,3196,Southern Metro,Residential,96,0,0,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21186,Chelsea - Bonbeach,20803,Kingston,Bayside,ML202,South Eastern Melbourne,PHN203,23430,Kingston (C) (Vic.),-38.054908,145.130392,"$7,436,063 "
